date,value,ma_value,lg_ma_value
2022/01/07 06:00,184000000.0,283000000.0,8.301820657
2022/01/07 07:00,267000000.0,296000000.0,8.277833243
2022/01/07 08:00,430000000.0,330000000.0,8.203992088
2022/01/07 09:00,712000000.0,378000000.0,8.049921286
2022/01/07 10:00,124000000.0,332000000.0,7.575743961
2022/01/07 11:00,50400000.0,270000000.0,7.427113759
2022/01/07 12:00,23700000.0,215000000.0,7.687463163
2022/01/07 13:00,7070000.0,209000000.0,7.897952904
2022/01/07 14:00,5110000.0,200000000.0,8.091261818
2022/01/07 15:00,87100000.0,190000000.0,8.253487053
2022/01/07 16:00,196000.0,160000000.0,8.277291711
2022/01/07 17:00,57600.0,112000000.0,8.330652187
2022/01/07 18:00,41200000.0,37600000.0,8.37250287
2022/01/07 19:00,25800000.0,26700000.0,8.413634997
2022/01/07 20:00,248000000.0,48700000.0,8.426312413
2022/01/07 21:00,297000000.0,79100000.0,8.398171571
2022/01/07 22:00,406000000.0,123000000.0,8.379647902
2022/01/07 23:00,508000000.0,179000000.0,8.491548447
2022/01/08 00:00,178000000.0,189000000.0,8.448397103
2022/01/08 01:00,223000000.0,214000000.0,8.473600496
2022/01/08 02:00,195000000.0,236000000.0,8.493256619
2022/01/08 03:00,252000000.0,259000000.0,8.478069233
2022/01/08 04:00,94900000.0,267000000.0,8.451632947
2022/01/08 05:00,97300000.0,250000000.0,8.445102339
2022/01/08 06:00,203000000.0,240000000.0,8.427977037
2022/01/08 07:00,1040000000.0,310000000.0,8.392291188
2022/01/08 08:00,244000000.0,281000000.0,8.118005476
2022/01/08 09:00,329000000.0,298000000.0,8.017536894
2022/01/08 10:00,347000000.0,311000000.0,7.840444793
2022/01/08 11:00,98700000.0,301000000.0,7.568052891
2022/01/08 12:00,92200000.0,283000000.0,7.607080618
2022/01/08 13:00,56900000.0,279000000.0,7.766731593
2022/01/08 14:00,324000.0,268000000.0,7.772799022
2022/01/08 15:00,12800000.0,247000000.0,7.875743952
2022/01/08 16:00,70800.0,131000000.0,7.908938676
2022/01/08 17:00,91100.0,104000000.0,8.109350185
2022/01/08 18:00,15200000.0,69300000.0,8.238770717
2022/01/08 19:00,56600000.0,37000000.0,8.283150406
2022/01/08 20:00,130000000.0,40500000.0,8.281462649
2022/01/08 21:00,254000000.0,58400000.0,8.261421486
2022/01/08 22:00,64300000.0,59300000.0,8.253687928
2022/01/08 23:00,143000000.0,75100000.0,8.310764096
2022/01/09 00:00,66500000.0,81100000.0,8.306258188
2022/01/09 01:00,428000000.0,129000000.0,8.351388267
2022/01/09 02:00,402000000.0,173000000.0,8.302306873
2022/01/09 03:00,183000000.0,192000000.0,8.205234447
2022/01/09 04:00,49900000.0,191000000.0,8.146906311
2022/01/09 05:00,52400000.0,183000000.0,8.129441029
2022/01/09 06:00,225000000.0,179000000.0,8.115797205
2022/01/09 07:00,291000000.0,205000000.0,8.02358897
2022/01/09 08:00,124000000.0,202000000.0,7.864876136
2022/01/09 09:00,266000000.0,225000000.0,7.774447862
2022/01/09 10:00,212000000.0,201000000.0,7.551470059
2022/01/09 11:00,40400000.0,160000000.0,7.366764862
2022/01/09 12:00,1560000.0,140000000.0,7.521450175
